node_id,a_i,l_i,a_h
379059,2.4978,0.097,0.1902
401013,1.9858,0.259,0.15178
377809,0.2536,0.589,0.2536
377808,0.60862,1.002,0.60862
400880,0.58182,1.142,0.58182
401014,2.8207,0.904,0.59448
401016,6.9318,0.615,0.40474
410820,0.44224,0.882,0.44224
389909,1.0258,1.666,1.0258
389910,0.84852,1.603,0.84852
389911,0.34192,0.808,0.34192
400274,0.39213,0.851,0.39213
400276,1.8468,0.751,0.40475
400278,0.35419,0.525,0.35419
400284,0.73366,1.385,0.73366
389002,0.26596,0.482,0.26596
401017,7.8172,0.585,0.49325
359768,1.067,0.81,0.44459
391313,0.91169,0.422,0.31656
399240,0.25301,0.62,0.25301
398489,0.16448,0.518,0.16448
398487,0.53137,0.645,0.53137
409459,0.92251,1.589,0.92251
409457,0.25275,0.548,0.25275
381231,0.32956,0.809,0.32956
381233,0.32955,0.845,0.32955
409449,0.49286,1.095,0.49286
381234,0.2535,0.915,0.2535
377464,0.31701,0.851,0.31701
377461,1.4836,0.676,0.51991
380096,0.26621,0.682,0.26621
410314,0.56863,1.258,0.56863
401843,0.20236,0.748,0.20236
398319,2.5177,1.213,0.62005
398317,0.21509,0.422,0.21509
391445,0.31654,0.615,0.31654
410944,1.1498,0.94,0.34115
410945,0.65702,1.258,0.65702
410946,0.29061,0.651,0.29061
410947,1.0108,0.289,0.18953
410948,1.8447,0.908,0.53067
401994,0.63233,0.163,0.025295
401995,0.89792,0.326,0.11383
401996,1.5177,0.452,0.15177
398160,0.67062,0.457,0.13918
398158,0.20244,0.62,0.20244
381551,0.51967,0.809,0.51967
388795,0.88657,0.939,0.88657
388792,0.25331,0.422,0.25331
388791,0.20264,0.615,0.20264
377315,0.5199,0.646,0.5199
402004,0.49325,0.904,0.49325
370070,1.7892,0.457,0.19032
402006,0.25295,0.518,0.25295
409268,1.4154,2.154,1.4154
410312,0.44227,0.812,0.44227
409265,1.0868,1.367,1.0868
391596,2.3677,0.557,0.25325
391597,2.6969,0.163,0.063315
391598,3.1401,0.589,0.17729
409113,2.6793,0.326,0.22752
391605,0.43049,0.193,0.075967
391606,0.87364,0.688,0.21523
391607,0.20258,0.356,0.20258
391608,0.7849,2.223,0.7849
409107,0.59398,0.74,0.59398
388616,0.3673,0.712,0.3673
411113,0.84659,1.302,0.84659
411114,0.40432,1.066,0.40432
363506,1.3713,0.677,0.55868
363502,0.27935,0.457,0.27935
397991,0.82242,0.711,0.4808
397989,0.53143,1.266,0.53143
406860,2170.75,0.423,0.2666
359603,0.55894,0.453,0.55894
360727,0.11431,0.357,0.11431
397988,1.0754,0.326,0.063264
391784,0.8863,1.368,0.8863
377121,2.1431,1.032,0.558
377120,1.2427,0.845,0.46919
402224,0.24029,0.394,0.24029
408951,0.82141,1.471,0.82141
390094,1.1143,0.326,0.20262
410311,0.32854,1.073,0.32854
399418,1.2018,1.482,1.2018
380266,0.17748,0.356,0.17748
402231,0.32882,0.578,0.32882
388444,0.41796,0.657,0.41796
410304,0.18954,0.588,0.18954
380267,0.50707,1.006,0.50707
382033,0.60838,1.046,0.60838
382036,0.44357,0.131,0.050695
382039,2.0659,0.163,0.038027
382041,0.31685,0.752,0.31685
408813,0.25276,0.777,0.25276
402371,4.9573,2.462,1.7453
376807,0.39312,0.972,0.39312
408679,3.2734,0.548,0.25278
408678,2.8563,0.259,0.26541
376805,0.29167,0.646,0.29167
408676,1.0616,0.385,0.21485
408675,4.3097,1.258,0.91002
408674,2.3759,0.944,0.45497
410490,0.98564,1.402,0.98564
410492,0.32853,0.451,0.32853
360890,0.21592,1.044,0.21592
382376,2.5094,1.134,1.3308
382379,0.72243,1.267,0.72243
382381,0.26615,1.209,0.26615
402674,0.3288,0.681,0.3288
397330,0.32898,0.72,0.32898
397328,0.63269,1.097,0.63269
408386,0.25277,0.644,0.25277
402678,0.1644,0.489,0.1644
382523,0.92514,0.489,0.16476
382525,1.9011,0.519,0.26616
408373,1.1628,1.471,1.1628
382531,0.38021,1.078,0.38021
408218,0.12639,0.814,0.12639
408217,0.30334,0.844,0.30334
388074,0.89935,0.131,0.025332
397183,7.0221,0.489,0.30367
376289,0.64674,0.163,0.038045
376288,0.16486,0.423,0.16486
391131,0.24057,0.588,0.24057
366056,0.67281,0.294,0.088858
401021,1.0625,0.518,0.29092
403037,2.036,0.741,0.53116
403042,0.70815,1.029,0.70815
372976,0.79914,2.124,0.79914
395372,0.39234,1.037,0.39234
394815,143.416,0.457,0.15193
421927,126.183,0.808,0.40498
413187,11.9744,0.657,0.18952
394816,143.973,0.652,0.37983
360341,316.544,0.846,0.68561
364493,0.44434,1.015,0.44434
366266,0.34273,0.621,0.34273
376039,0.46926,1.174,0.46926
411416,0.3664,0.807,0.3664
408212,0.15166,0.488,0.15166
376037,0.91309,1.883,0.91309
382666,2.5854,0.386,0.21544
382670,0.17742,0.457,0.17742
382671,0.15208,0.652,0.15208
390463,3.3048,0.163,0.025326
390465,0.32923,0.741,0.32923
397053,0.44289,0.778,0.44289
397051,1.1009,0.452,0.21512
390268,16.4767,0.163,0.038003
397050,0.35431,0.711,0.35431
392296,0.16458,0.356,0.16458
392297,1.38,1.209,0.55702
387892,2.0138,0.783,0.54466
408071,0.21487,0.425,0.21487
387886,0.17733,0.457,0.17733
387885,0.67129,1.297,0.67129
411427,0.54326,1.095,0.54326
408066,0.27806,0.91,0.27806
408063,0.99849,1.096,0.99849
408061,0.3539,0.711,0.3539
401036,0.24033,0.489,0.24033
371125,0.32989,1.014,0.32989
407877,0.45502,0.903,0.45502
407876,1.1754,1.266,0.41709
407870,1.3524,0.457,0.20223
407869,0.92266,0.355,0.13903
389746,0.75979,0.489,0.10131
403176,0.58172,1.045,0.58172
392436,1.5572,2.001,1.5572
392440,1.4179,0.519,0.22786
413499,2.0968,0.457,0.18948
407868,0.51824,1.371,0.51824
375900,0.40584,0.752,0.40584
375898,3.1199,0.519,0.22829
375897,2.6887,0.356,0.17755
382863,0.12673,0.585,0.12673
392441,1.8989,0.615,0.32913
382865,1.3433,0.457,0.29149
382866,1.5461,0.163,0.025348
382867,2.1545,0.557,0.34221
382868,2.484,0.163,0.038025
382869,3.1685,0.457,0.24084
392449,0.27852,0.422,0.27852
361103,2.1845,2.755,2.1845
407672,0.24015,0.481,0.24015
382870,3.4854,0.326,0.15211
382873,0.34216,0.851,0.34216
382875,0.21544,0.29,0.21544
390257,0.51919,1.001,0.51919
396879,13.2231,0.813,0.72138
390776,0.69642,0.489,0.26591
407669,0.32863,0.548,0.32863
407667,0.22752,0.488,0.22752
407665,1.0238,0.488,0.1264
407664,0.75836,0.452,0.2528
371457,0.3172,0.55,0.3172
396876,10.186,0.326,0.25308
403351,1.1255,0.422,0.20232
380420,0.30424,0.394,0.30424
375668,0.58339,0.905,0.58339
375667,0.39316,0.72,0.39316
383090,2.0401,0.752,0.39286
403507,0.22761,0.681,0.22761
396671,0.88585,1.471,0.88585
396670,0.31635,0.394,0.31635
391123,2.5324,1.327,0.59515
387456,1.1147,1.423,0.74735
404803,42.4538,0.385,0.17704
360304,148.069,1.003,0.83824
401033,0.936,1.681,0.936
373804,89.986,0.387,0.44431
385115,28.0174,0.426,0.13939
385116,30.2094,0.557,0.44352
401638,6.2734,0.557,0.36688
432832,3415.99,0.68,0.5182
432831,3414.87,0.096,0.025146
350360,816.396,0.749,0.19042
432879,4356.73,0.784,0.41843
432871,4207.85,0.976,0.44316
432870,4207.14,0.163,0.21543
385119,40.2467,1.634,1.7998
387271,2.6856,0.62,0.49412
374205,14.255,0.875,0.82432
380655,0.8367,0.26,0.076057
393208,0.60762,1.067,0.60762
386486,1.0388,1.394,1.0388
408956,1.9463,0.294,0.088479
422336,159.415,0.096,0.025269
407531,0.30336,0.518,0.30336
389740,3.7236,1.068,1.1146
390774,1.5956,2.065,1.5956
413341,0.21475,0.518,0.21475
399115,0.30362,0.914,0.30362
355194,13.7749,0.131,0.16513
368879,93.3096,0.097,0.050774
399561,0.92348,1.548,0.92348
399562,0.24035,0.489,0.24035
390602,0.51918,0.904,0.51918
383463,1.8374,1.171,0.46889
411801,0.25268,0.747,0.25268
372074,0.83734,1.205,0.83734
410141,0.34118,0.873,0.34118
407064,0.16432,0.452,0.16432
375273,1.0908,0.586,0.15219
407063,0.63203,1.325,0.63203
375270,1.0527,1.159,1.0527
360355,0.39376,0.713,0.39376
393050,0.29116,0.682,0.29116
396354,0.21513,0.356,0.21513
379938,1.2804,0.489,0.20286
379937,0.7733,0.748,0.43103
413179,0.39159,1.01,0.39159
410139,3.1211,1.865,0.99839
406887,0.3413,0.72,0.3413
393202,0.39243,0.652,0.39243
393203,0.24052,0.588,0.24052
393204,0.6203,0.808,0.6203
393205,0.2152,0.783,0.2152
361458,0.36831,0.554,0.36831
379936,0.13945,0.29,0.13945
393206,0.59495,1.24,0.59495
409821,0.63184,0.879,0.63184
379933,0.72259,0.752,0.27891
383658,0.87436,1.261,0.87436
359082,0.90197,0.912,0.34299
404141,1.0874,2.199,1.0874
359077,2.6168,1.436,0.85105
375095,0.20293,0.489,0.20293
375089,0.31708,0.426,0.31708
396141,0.29107,0.879,0.29107
396140,2.9108,0.518,0.32901
409829,0.4802,0.751,0.4802
396139,2.316,0.519,0.17717
396138,1.3668,0.808,0.63274
404313,0.6069,1.296,0.6069
404314,0.3161,0.588,0.3161
404317,0.29082,0.783,0.29082
404318,1.1505,0.163,0.037932
383793,0.20275,0.585,0.20275
383797,0.32945,1.046,0.32945
393438,0.26584,0.748,0.26584
393439,1.2912,1.712,1.2912
386481,0.89945,0.422,0.21536
386477,0.51939,1.231,0.51939
367539,2.4496,0.356,0.24114
359931,0.22864,0.52,0.22864
413009,0.69483,1.308,0.69483
413007,0.37897,0.681,0.37897
372568,0.13955,0.457,0.13955
372569,0.60897,0.851,0.60897
383932,0.20275,0.356,0.20275
383933,0.15206,0.457,0.15206
379921,0.53246,1.72,0.53246
406585,0.58147,0.951,0.58147
406584,0.70787,1.045,0.70787
412011,2.1223,0.807,0.54327
412017,0.77065,1.517,0.77065
395928,0.39233,1.177,0.39233
395927,0.26577,0.394,0.26577
395925,0.84788,1.682,0.84788
384121,0.89969,1.56,0.89969
384124,0.74763,0.326,0.076025
384126,1.7359,0.452,0.19005
359932,0.19053,0.817,0.19053
406413,0.39187,0.422,0.39187
386123,0.17736,0.519,0.17736
404488,1.1253,1.681,1.1253
361673,0.36831,0.81,0.36831
374770,0.13952,0.29,0.13952
374765,2.6635,1.309,0.93864
358365,0.67329,1.798,0.67329
372979,0.27909,0.845,0.27909
393922,2.5568,0.934,0.78476
393923,3.0758,0.838,0.36706
406179,1.7571,2.295,1.7571
385995,0.34205,0.688,0.34205
385994,0.92485,1.49,0.92485
406174,0.72058,1.429,0.72058
389583,2.0009,0.386,0.1773
373158,1.5223,0.651,0.52011
384351,0.26608,0.851,0.26608
395563,0.77204,0.394,0.15187
405998,0.83433,1.947,0.83433
405995,1.1629,1.928,1.1629
405994,0.51831,0.548,0.51831
405993,0.40451,1.077,0.40451
405982,67.0957,0.518,0.50607
412136,0.34111,0.614,0.34111
405971,43.2075,0.457,0.29078
384486,0.26608,0.549,0.26608
374509,1.0148,0.752,0.38052
404788,3.1355,0.422,0.24023
405835,0.21491,0.681,0.21491
384635,0.64619,0.682,0.2534
384639,1.7485,1.074,0.34211
384640,0.63352,1.098,0.63352
394137,0.39239,0.548,0.39239
374339,0.26637,0.752,0.26637
409966,0.21482,0.457,0.21482
401842,0.32882,0.548,0.32882
374338,0.32978,1.069,0.32978
363350,0.71113,1.83,0.71113
373791,62.9922,0.62,0.48216
381067,3.3466,0.946,0.60841
370958,0.86283,1.011,0.86283
360361,3.4936,0.647,0.59702
365749,4.0621,0.163,0.025385
350380,879.236,0.423,0.21584
362696,4.2537,0.489,0.050798
413184,6.8338,0.355,0.10106
369753,2.7033,0.851,0.30463
350365,839.035,1.069,1.0667
363057,3.2504,0.883,0.68571
413015,0.30318,0.777,0.30318
363650,1.2316,0.652,0.12698
414133,5.0647,0.326,0.063161
366594,0.1777,0.815,0.1777
373799,82.8269,0.163,0.063475
350381,883.833,0.29,0.34285
363056,0.55873,1.078,0.55873
366275,1.498,0.163,0.20312
367542,0.39346,0.387,0.39346
432845,3448.98,0.588,0.21522
384644,4.1054,0.163,0.038012
411800,0.65697,0.192,0.063171
393758,0.20253,0.289,0.20253
394316,0.24049,0.489,0.24049
384802,0.43077,0.519,0.43077
388454,0.43063,0.682,0.43063
401644,17.8519,1.503,1.0379
365409,0.68546,1.531,0.68546
383293,0.65893,1.364,0.65893
362318,0.50797,1.365,0.50797
408382,0.1643,0.488,0.1643
408381,0.26541,0.681,0.26541
393925,0.26583,1.205,0.26583
384645,4.6502,0.489,0.11403
366063,0.20311,0.652,0.20311
393919,5.0125,0.096,0.12659
365035,0.38087,1.237,0.38087
394517,0.44301,0.519,0.44301
390256,0.36723,0.751,0.36723
394516,4.5314,0.519,0.56963
417229,27.0456,1.01,0.61903
414944,13.6409,0.716,0.46744
413012,0.63166,1.308,0.63166
412640,0.26528,1.108,0.26528
412423,0.93485,1.576,0.93485
412018,0.39165,0.807,0.39165
411809,1.832,2.642,1.832
411425,0.32849,0.62,0.32849
410654,0.46751,0.844,0.46751
410649,0.24008,0.783,0.24008
409118,0.29067,0.914,0.29067
409111,1.883,0.131,0.13903
408958,0.16429,0.289,0.16429
408673,1.4155,0.74,0.5687
407255,3.2613,0.525,0.30344
407254,2.8441,0.72,0.4804
407058,0.61938,0.97,0.61938
406417,0.16433,0.614,0.16433
405506,2.9583,0.777,0.48041
404149,1.315,1.036,0.34139
404147,0.21495,0.394,0.21495
402543,1.2774,2.103,1.2774
402005,0.78407,0.326,0.075884
375894,0.19023,0.457,0.19023
401469,0.70826,1.168,0.70826
408387,0.21486,0.452,0.21486
397325,0.93646,3,0.93646
397326,0.55676,0.848,0.55676
393755,0.13924,0.585,0.13924
363965,1.346,0.457,0.25394
406588,0.44244,1.007,0.44244
398154,0.86028,0.163,0.025305
381397,0.3549,0.557,0.3549
397329,0.2151,0.783,0.2151
410494,0.32853,0.814,0.32853
401010,0.18973,0.482,0.18973
398609,0.26568,0.814,0.26568
399241,0.96142,1.208,0.96142
398613,0.30364,0.748,0.30364
396136,2.24,1.429,1.1137
405645,0.69533,1.296,0.69533
380263,0.43098,0.163,0.063382
367536,0.20307,0.356,0.20307
367538,2.0307,0.809,0.48228
370069,1.269,0.131,0.038065
370068,1.0913,0.394,0.21571
370059,0.20304,0.784,0.20304
377459,0.2536,0.29,0.2536
377460,0.67204,0.489,0.26629
366591,0.34271,0.55,0.34271
368613,1.1803,0.423,0.29192
381066,0.39295,0.646,0.39295
377647,0.44381,0.783,0.44381
377649,0.17752,0.426,0.17752
374190,0.44396,0.809,0.44396
359079,1.0289,2.029,1.0289
378809,0.26624,0.883,0.26624
368902,0.52034,0.743,0.52034
368904,0.1523,0.356,0.1523
405649,0.46777,0.97,0.46777
399921,0.1518,0.681,0.1518
380654,1.0141,1.195,1.0141
401171,0.25296,0.355,0.25296
401177,1.0118,1.362,1.0118
401179,0.35415,0.746,0.35415
389227,1.811,1.067,0.82316
390953,0.6078,1.177,0.6078
401632,0.2403,0.651,0.2403
399242,0.92355,0.457,0.27832
380925,0.34223,1.076,0.34223
401015,5.2494,1.193,0.92334
401646,1.4798,0.482,0.27825
379321,0.30428,0.579,0.30428
379320,0.54517,1.105,0.54517
377650,0.92564,0.983,0.5833
381061,3.1564,0.652,0.3423
408672,0.58138,0.326,0.15166
408669,0.30333,1.229,0.30333
376804,0.7101,0.326,0.038044
402378,0.31617,0.874,0.31617
382200,0.58303,0.983,0.58303
382201,0.20278,0.457,0.20278
397531,5.4787,0.096,0.037966
397529,2.9605,0.557,0.31633
397528,3.3908,0.259,0.06327
411251,0.35377,0.684,0.35377
363352,0.66027,1.033,0.66027
363351,0.49521,0.945,0.49521
397527,2.9732,0.72,0.41754
397525,2.1004,2.845,2.1004
399422,1.1766,1.855,1.1766
408668,0.46763,0.882,0.46763
370592,0.9644,0.423,0.13958
390095,2.406,0.951,0.97512
408665,2.073,0.457,0.31596
390096,2.9633,0.457,0.27865
388217,1.697,0.326,0.12666
390098,4.3059,0.519,0.35468
402544,0.42999,0.72,0.42999
388455,0.74727,0.163,0.050662
378617,0.34234,0.783,0.34234
378618,0.98903,1.671,0.98903
403171,0.26556,0.874,0.26556
371113,0.96429,0.163,0.012689
371115,2.7281,1.792,0.5203
371816,0.15225,0.489,0.15225
407253,1.9212,1.051,0.60676
407247,0.75841,1.294,0.75841
392824,1.0127,1.031,1.0127
403749,1.0749,1.548,1.0749
392825,0.39243,1.237,0.39243
403756,0.3414,1.266,0.3414
392828,0.77223,0.519,0.20255
383289,0.2281,0.682,0.2281
383290,0.20276,0.62,0.20276
387268,0.76006,1.503,0.76006
387267,0.54469,0.883,0.54469
387266,0.40535,0.712,0.40535
389730,0.25327,0.748,0.25327
410153,0.42963,0.488,0.42963
396507,3.3662,1.208,1.1517
396505,1.3666,0.263,0.063274
400661,3.5034,0.751,0.40478
387119,0.22801,0.91,0.22801
387118,0.35469,0.88,0.35469
387117,1.5834,1.495,0.98808
403967,0.392,1.17,0.392
378811,0.81146,1.333,0.81146
403969,0.29083,0.588,0.29083
404789,3.9574,0.355,0.16438
405841,3.1353,1.308,1.0368
405840,1.6686,0.688,0.34134
405839,1.1756,0.131,0.037925
389008,0.46861,1.046,0.46861
389585,0.88647,0.096,0.012664
389733,2.4316,0.772,0.48131
389734,3.5715,0.482,0.35465
389745,5.5223,0.489,0.21533
390288,16.1091,1.014,0.45616
390289,16.3498,0.163,0.025344
390290,18.8711,0.263,0.076033
390291,21.9883,0.326,0.063362
390767,69.9195,0.712,0.4184
390768,71.1493,1.418,0.92557
390777,0.82307,0.259,0.05065
390758,45.2068,0.457,0.1647
390755,40.4692,1.368,0.82325
390753,38.0756,0.457,0.1773
390751,33.5295,0.131,0.025329
390770,74.9271,0.326,0.27893
391118,0.89903,0.645,0.2659
391612,1.6459,0.741,0.67104
391601,4.6598,0.294,0.088658
391600,4.3685,0.426,0.17731
392308,4.9253,0.525,0.18996
392639,93.904,1.49,1.0763
392826,0.13925,0.356,0.13925
392827,0.32914,0.62,0.32914
393935,33.4545,0.394,0.11395
393965,94.4296,0.589,0.26631
394143,1.8733,0.652,0.34177
394315,1.3289,0.096,0.025315
394523,0.16454,0.489,0.16454
459079,0.25136,0.456,0.25136
426794,0.61806,0.325,0.12613
427016,0.12613,0.457,0.12613
416165,4.8364,0.163,0.075766
416166,5.6573,0.873,0.39147
414637,0.1263,0.39,0.1263
416167,6.3265,0.192,0.13891
416169,8.284,0.192,0.075767
416174,0.20205,0.457,0.20205
442949,0.36516,0.75,0.36516
442946,0.40293,0.677,0.40293
462878,0.57785,1.195,0.57785
447502,0.25169,0.619,0.25169
414393,2.4756,0.259,0.063154
414392,2.2735,0.163,0.037891
414391,0.21471,0.451,0.21471
447640,0.35237,0.619,0.35237
427294,0.15136,0.584,0.15136
447776,0.17618,0.679,0.17618
447778,0.30201,0.488,0.30201
427481,1.3243,2.17,1.3243
427483,0.37838,0.451,0.37838
442506,0.31481,0.719,0.31481
416560,0.1389,0.422,0.1389
448114,0.16359,0.552,0.16359
442241,7.694,1.32,0.86887
442239,4.5839,1.092,0.90672
416705,0.27779,0.451,0.27779
442230,0.20149,0.588,0.20149
462313,0.36434,1.075,0.36434
441862,1.0453,0.613,0.46596
425071,21.0254,0.547,0.58029
425070,0.35323,0.588,0.35323
448609,2.9317,0.982,0.40268
430996,0.79427,1.323,0.79427
441703,0.59187,0.909,0.59187
441702,0.81864,1.601,0.81864
441701,0.32743,0.425,0.32743
427801,0.92071,2.14,0.92071
441566,0.30225,0.394,0.30225
441565,0.22669,0.75,0.22669
441564,0.69267,1.092,0.69267
441563,0.8312,2.393,0.8312
441561,0.81865,1.601,0.81865
441559,1.2593,0.613,0.41559
432454,1.3361,1.168,0.50423
462052,0.27639,0.487,0.27639
461834,2.7137,0.619,0.28897
449201,0.46556,0.613,0.46556
441107,0.76831,0.967,0.76831
427984,0.39099,0.747,0.39099
440949,26.1345,0.557,0.36517
440947,17.7856,0.488,0.13852
440944,12.7605,0.457,0.075568
440943,0.40305,0.488,0.40305
413650,1.061,1.968,1.061
413649,0.35367,0.914,0.35367
413647,0.46736,1.138,0.46736
413644,18.7461,0.163,0.037891
413637,11.8863,1.041,1.0863
449493,7.9139,0.456,0.15095
449495,8.6686,0.258,0.050313
432303,0.84462,1.27,0.84462
440652,0.21412,0.457,0.21412
440650,0.59201,1.134,0.59201
461537,0.80414,0.131,0.050256
449626,1.56,2.57,1.56
432302,0.11345,0.421,0.11345
432301,0.20169,0.457,0.20169
428289,0.20178,0.288,0.20178
440441,0.21413,0.65,0.21413
424644,5.3115,1.419,1.3753
449791,1.1576,0.421,0.45296
417512,0.13888,0.457,0.13888
417513,0.26515,0.588,0.26515
449971,0.20131,0.517,0.20131
456864,0.74174,1.307,0.74174
440283,3.5642,0.782,0.42817
428456,1.4756,0.325,0.063063
440281,1.461,1.136,0.65494
440279,13.0353,0.776,0.22677
440277,12.0653,0.163,0.025196
461139,1.1936,0.258,0.087948
461138,0.45232,1.166,0.45232
417640,0.37877,0.62,0.37877
424270,8.6688,0.163,0.10097
424264,3.911,0.096,0.012618
428624,0.227,0.451,0.227
428625,0.88271,0.294,0.050445
424261,0.82002,0.394,0.20186
460943,5.8549,0.131,0.050261
428794,0.30267,0.782,0.30267
439489,1.6373,0.394,0.26452
432135,0.27732,0.384,0.27732
460803,0.43978,0.881,0.43978
428991,0.32787,0.613,0.32787
460648,0.38953,0.774,0.38953
424097,0.42897,1.065,0.42897
460509,0.40209,0.612,0.40209
438996,3.7537,0.163,0.05039
438995,3.3757,0.619,0.27712
438991,2.872,1.764,1.4233
460339,1.1309,2.065,1.1309
423867,1.0724,0.294,0.088318
438772,0.78107,2.02,0.78107
438771,2.3685,0.619,0.49128
418156,0.36612,0.518,0.36612
418157,2.1084,1.871,1.1867
460193,1.2441,0.913,0.43981
429162,0.27743,0.878,0.27743
460189,0.25133,0.881,0.25133
451298,0.51577,1.062,0.51577
438432,0.32753,0.421,0.32753
438258,1.0581,0.131,0.025195
438255,0.28974,0.557,0.28974
438254,0.39052,0.974,0.39052
431200,0.65555,0.776,0.22694
438093,0.22676,0.619,0.22676
438092,0.42832,1.044,0.42832
431206,7.5514,0.68,0.63024
431207,7.8792,0.488,0.17646
451647,0.21385,0.521,0.21385
451648,0.17611,0.456,0.17611
451820,9.6358,0.163,0.025156
451825,16.5532,0.421,0.23895
431978,0.39079,0.878,0.39079
459865,1.508,0.325,0.25136
459864,0.90478,0.982,0.55294
418471,0.17674,0.488,0.17674
418473,0.51762,1.108,0.51762
423577,0.13879,0.288,0.13879
437486,3.0616,0.819,0.42842
437484,1.5496,0.68,0.74331
437483,1.0961,0.788,1.0961
437481,1.0079,1.338,1.0079
421518,1.9309,1.62,0.66884
418614,0.39136,0.614,0.39136
418615,0.51759,0.557,0.51759
423414,0.49207,1.462,0.49207
437310,0.22677,0.355,0.22677
437309,0.34016,0.613,0.34016
437308,0.21418,0.619,0.21418
459587,0.26391,0.485,0.26391
459586,3.1165,0.096,0.037707
423410,0.18926,0.394,0.18926
431212,0.40343,0.843,0.40343
423278,0.39116,0.939,0.39116
459442,1.018,1.716,1.018
429587,4.9425,0.163,0.037836
459283,1.018,0.294,0.26393
429595,0.50439,0.851,0.50439
459280,0.98022,0.812,0.46499
436884,102.213,0.131,0.037834
436874,69.9301,0.163,0.050407
436872,67.0692,0.294,0.16382
436870,63.1759,0.546,0.36542
436864,37.006,0.294,0.11341
423117,1.0852,1.757,1.0852
423115,1.5265,0.163,0.050473
429739,2.0555,2.848,2.0555
422971,0.35332,0.71,0.35332
459078,0.80435,0.81,0.80435
436228,0.36541,0.719,0.36541
436227,0.59222,0.951,0.59222
458959,0.17595,0.354,0.17595
435888,1.0207,1.714,1.0207
435887,0.56704,0.907,0.56704
419129,1.0099,0.577,0.16411
419130,0.32821,0.882,0.32821
429876,1.223,0.325,0.10087
429883,5.2206,0.325,0.1135
456399,0.36457,0.456,0.36457
453304,0.23896,0.588,0.23896
435561,0.51665,1.064,0.51665
422679,0.25237,1.108,0.25237
435369,1.2224,0.355,0.22682
458628,0.37707,0.487,0.37707
458483,0.25137,0.619,0.25137
430027,0.87004,1.782,0.87004
430142,0.34043,0.421,0.34043
435007,1.4997,0.584,0.18903
419660,2.007,0.939,0.74481
434718,7.3468,0.457,0.22689
434717,6.704,0.259,0.21428
434716,6.0234,0.588,0.20166
454084,1.4587,0.619,0.26409
458170,0.49019,0.679,0.49019
458169,0.37709,0.421,0.37709
434320,0.76878,1.045,0.76878
434179,0.54196,1.376,0.54196
422272,0.18929,0.553,0.18929
454643,0.28922,0.588,0.28922
433837,0.75622,1.078,0.75622
430471,1.4121,0.517,0.41606
430472,2.5342,0.68,0.76903
433836,0.25207,0.451,0.25207
430474,3.6309,0.553,0.2269
420318,42.0903,0.939,0.56811
433591,1.626,1.522,0.7184
433589,0.98302,1.877,0.98302
433588,0.98305,1.72,0.98305
430475,4.5637,0.259,0.063024
420321,0.15146,0.62,0.15146
420322,0.68161,1.145,0.68161
457766,1.2193,1.407,1.2193
433448,0.46635,0.843,0.46635
433444,0.44114,0.657,0.44114
433281,3.1638,0.751,0.34037
433280,2.3822,1.013,0.81932
455095,0.98074,2.229,0.98074
457626,0.23883,0.719,0.23883
430626,0.22694,0.619,0.22694
455309,8.2862,3.128,1.7734
430638,22.9763,0.294,0.063081
430639,24.1875,0.588,0.25234
430640,24.8436,1.041,0.50472
433055,0.86974,0.997,0.86974
457468,0.36454,0.815,0.36454
457467,0.22627,0.456,0.22627
432779,0.15126,0.649,0.15126
421864,0.45432,1.427,0.45432
455626,1.9362,0.163,0.25143
455628,6.0091,1.254,0.72928
445215,72.8531,0.354,0.16367
426427,13.4098,0.643,0.29024
426603,1.2488,2.107,1.2488
426422,7.8584,0.584,0.18924
415235,0.55569,0.684,0.55569
444891,0.31473,0.354,0.31473
444643,0.57909,0.715,0.57909
444507,0.54137,1.37,0.54137
446302,0.57898,1.298,0.57898
415599,1.4649,2.419,1.4649
415601,0.29046,0.425,0.29046
444234,0.23921,0.842,0.23921
444125,0.15108,0.65,0.15108
425089,60.79,0.259,0.12619
425088,46.3351,0.68,0.22715
441710,11.1452,0.325,0.08814
459719,79.6064,0.746,0.59072
425091,62.5568,0.425,0.13882
419663,8.6707,0.488,0.15149
436878,87.4121,1.268,1.1599
425404,14.3287,1.59,1.3249
432464,31.3611,0.355,0.20172
436881,91.8244,0.163,0.025219
455083,57.9294,0.394,0.22645
424272,11.4709,1.169,0.90882
455084,61.943,0.488,0.37744
435021,50.2337,0.547,0.23962
425082,38.7002,0.096,0.025238
465157,1000.77,0.354,0.40207
504403,645.627,0.612,0.84222
435002,1.0712,0.909,0.23944
446909,0.56634,0.967,0.56634
504405,653.608,0.325,0.4525
504406,656.763,0.715,0.6536
425080,36.9459,1.553,1.0979
429602,5.4478,0.915,0.52975
440280,0.56682,0.782,0.27712
455092,82.7052,0.584,0.49077
417365,9.3557,0.192,0.063132
442375,3.0223,0.967,0.47851
414402,18.4554,1.036,0.46734
435376,11.2414,0.096,0.075635
436887,113.551,1.276,0.93353
436883,95.746,1.366,0.85755
436888,119.569,2.298,3.0156
436866,39.5764,0.834,0.42843
444652,199.202,1.063,0.51595
422543,4.2402,1.045,0.59322
463563,30.1105,1.013,0.51508
436889,125.738,1.466,1.5522
504412,666.176,0.588,0.37696
504413,667.672,1.039,0.75387
424645,5.6774,0.651,0.22709
435023,68.7549,0.847,0.22702
459305,51.326,0.096,0.02515
427635,24.813,1.287,1.2747
