node_id,a_i,l_i,a_h
358752,0.44464,0.907,0.44464
348861,0.29249,0.52,0.29249
357393,0.19059,0.394,0.19059
332374,0.52225,1.207,0.52225
357201,0.34306,0.647,0.34306
347023,1.4882,2.281,1.4882
355181,0.1398,0.589,0.1398
355758,0.81335,1.143,0.81335
349946,0.31788,0.881,0.31788
352796,0.71185,0.968,0.71185
353267,0.27964,0.489,0.27964
353649,0.36861,0.586,0.36861
358218,0.7242,0.326,0.10164
352804,0.36863,0.72,0.36863
350582,0.34329,0.915,0.34329
354766,0.81339,1.427,0.81339
355940,0.31769,0.586,0.31769
354768,0.48294,0.943,0.48294
357024,0.59722,1.246,0.59722
347785,0.25437,0.718,0.25437
342870,99.8387,0.587,0.3309
357576,0.33034,0.426,0.33034
348509,0.53412,1.047,0.53412
333474,0.26747,0.551,0.26747
350583,0.21615,1.078,0.21615
358357,0.2795,0.52,0.2795
352962,0.19067,0.426,0.19067
354275,2.7576,0.557,0.22877
347554,0.48331,0.946,0.48331
340002,0.22911,0.458,0.22911
351840,0.39408,0.915,0.39408
354287,0.17794,0.426,0.17794
348060,0.25436,0.589,0.25436
351316,1.7417,0.947,0.82639
347784,0.2798,0.72,0.2798
353831,0.62283,1.178,0.62283
344802,0.26717,1.107,0.26717
343962,0.25447,0.52,0.25447
353460,0.8008,1.858,0.8008
343486,0.25448,0.52,0.25448
340194,0.30548,0.752,0.30548
358222,0.40655,1.074,0.40655
358219,0.29221,0.943,0.29221
355198,0.54644,1.146,0.54644
355464,0.20333,0.387,0.20333
355457,0.57186,1.197,0.57186
346697,4.5658,0.295,0.10176
348864,1.8312,0.194,0.089011
345603,0.30531,0.589,0.30531
345608,0.49614,0.852,0.49614
357919,0.22868,0.883,0.22868
356133,0.49558,0.744,0.49558
357935,0.29221,1.078,0.29221
357939,0.22869,0.586,0.22869
342699,0.63623,1.6,0.63623
358557,0.44464,0.907,0.44464
349503,0.66123,1.203,0.66123
349506,0.12716,0.458,0.12716
354925,0.54646,0.973,0.54646
354927,0.38127,0.387,0.38127
345988,0.15265,0.915,0.15265
356309,0.7243,1.07,0.7243
348062,0.43243,1.015,0.43243
348236,7.2353,1.044,0.61021
355200,1.0802,0.784,0.43207
357583,2.7319,1.039,0.77501
354929,1.4615,0.883,0.54645
348384,3.4594,1.234,0.67418
348680,5.0477,0.131,0.025434
340573,0.33091,0.426,0.33091
350430,0.26701,0.357,0.26701
341631,0.94168,0.752,0.16544
343053,0.33084,0.72,0.33084
353975,0.94049,0.163,0.05084
348882,1.4623,0.131,0.012717
343483,1.2723,0.557,0.26721
355765,6.7864,1.012,0.78782
357207,0.41929,1.009,0.41929
344649,1.972,0.326,0.076342
357772,0.11435,0.489,0.11435
351121,0.20342,0.52,0.20342
350420,15.4738,0.621,0.54681
355932,4.1808,0.52,0.45749
356675,2.1344,3.684,2.1344
354285,2.8342,0.423,0.2923
353977,0.4957,0.943,0.4957
357580,0.60986,1.334,0.60986
351320,0.41954,0.484,0.41954
356873,0.83861,0.554,0.2033
355589,1.1691,1.7,1.1691
350171,0.17801,0.426,0.17801
350589,0.83916,1.463,0.83916
349369,0.29248,0.52,0.29248
353830,0.25421,0.458,0.25421
348883,0.71217,0.586,0.71217
353454,0.33048,0.29,0.33048
355941,0.33041,0.653,0.33041
349963,0.99178,1.366,0.99178
359083,0.22867,0.453,0.22867
317082,26.592,0.983,0.62466
325305,2.7531,0.295,0.11468
343289,108.297,0.581,0.39431
353453,1.7415,0.163,0.012711
332165,2.8407,2.03,1.032
342836,12.0241,1.137,0.86528
336772,5.2459,0.878,0.35651
321513,1.071,2.714,1.071
342696,0.71262,0.621,0.2545
344140,1.7304,0.194,0.06362
335805,3.5017,0.326,0.21646
355171,69.1022,0.387,0.16533
348508,0.95389,0.294,0.10174
336610,19.0474,0.979,0.19097
355176,73.2861,0.714,0.53412
347411,0.13991,0.653,0.13991
324832,0.98163,1.045,0.10198
326740,3.4668,0.784,1.0323
334641,1.7957,0.847,0.82782
323174,2.563,0.884,0.93076
323564,357.245,0.357,0.24223
323568,391.039,0.131,0.076505
323558,347.185,0.521,0.29327
336607,16.234,0.944,0.89122
336609,18.6527,0.291,0.38194
343283,92.0503,0.097,0.050898
336606,13.9166,0.454,0.31829
327852,3.0332,0.817,0.26768
335647,0.33109,1.045,0.33109
332367,278.115,0.715,0.96891
355160,58.2546,0.911,0.78842
328625,0.54798,1.342,0.54798
328042,77.2965,0.357,0.21657
330848,0.76443,0.781,0.76443
342837,12.5712,0.163,0.012725
334831,2.9672,0.131,0.0382
332357,261.189,0.357,0.22943
328970,1.185,2.833,1.185
332359,262.744,0.163,0.038239
341087,14.1789,0.357,0.16545
341086,13.7716,0.326,0.050907
321026,3.4176,0.097,0.038258
343290,108.895,0.194,0.13991
304556,132.903,0.327,0.21713
304569,161.137,0.292,0.15326
343476,266.375,0.163,0.01273
304659,0.90679,0.163,0.063865
328030,51.0715,0.194,0.10196
321509,0.31881,0.848,0.31881
339764,0.42004,1.173,0.42004
323947,1.6192,0.882,1.6192
324825,0.30595,0.815,0.30595
318794,1.1481,1.402,1.1481
313827,1.1485,1.563,1.1485
337173,0.86577,0.551,0.25464
316029,0.40827,0.782,0.40827
355458,0.36854,1.042,0.36854
345416,49.0309,0.326,0.34353
355157,47.4462,0.589,0.49582
355158,48.26,0.714,0.27971
343482,302.17,0.521,0.76438
336591,3.9725,0.26,0.21644
341256,8.6417,1.749,1.4763
353610,2.1354,0.326,0.12712
329630,1.2741,0.327,0.025484
328051,4.2816,0.753,0.11471
346882,0.27982,0.163,0.038158
326100,0.1657,0.357,0.1657
355179,76.3892,0.78,0.68673
317075,13.9551,0.589,0.16581
343292,110.103,0.326,0.21624
331794,16.7645,1.342,0.943
332355,236.379,0.618,0.29312
323561,350.386,0.848,0.34427
322833,5.7888,1.271,0.86702
331792,12.4449,0.295,0.11467
355153,38.5241,0.26,0.13982
338507,0.25461,0.686,0.25461
338688,0.28006,0.589,0.28006
333988,1.057,0.295,0.31838
336775,7.754,0.097,0.025463
333990,2.3943,0.163,0.050945
332933,1.0698,0.26,0.20379
344800,1.2467,0.617,0.39439
322465,3.8247,0.327,0.089257
338293,2.6477,0.587,0.1655
332935,2.0507,0.72,0.45857
322464,0.47178,0.877,0.47178
332936,2.8787,0.521,0.26752
337583,0.7639,1.265,0.7639
332937,3.7322,0.357,0.14014
331475,0.92995,1.526,0.92995
352963,0.53385,1.341,0.53385
334633,0.96786,0.49,0.15283
332934,1.2609,0.295,0.076424
339187,0.76376,0.974,0.76376
330506,4.2168,0.551,0.21655
353648,1.3219,0.458,0.25418
333989,1.9485,0.357,0.47122
349198,1.8057,0.387,0.29247
341094,0.41998,1.404,0.41998
349197,1.348,0.097,0.025433
345984,0.54699,1.079,0.54699
339403,1.5656,0.263,0.11457
355927,0.82593,0.489,0.1652
342183,0.34359,0.983,0.34359
352807,0.16525,0.683,0.16525
347229,1.1702,0.291,0.39428
346218,0.63597,0.295,0.063602
348862,0.54685,0.426,0.54685
353974,0.33045,0.849,0.33045
354149,0.30503,0.688,0.30503
353972,0.27962,0.453,0.27962
352044,0.72463,1.264,0.72463
352601,0.80082,1.76,0.80082
353264,1.3219,1.309,0.9914
342367,3.1812,1.693,1.0688
354632,0.20335,0.55,0.20335
345779,0.13993,0.426,0.13993
347026,0.64871,1.277,0.64871
358756,0.39382,0.713,0.39382
356472,0.41932,0.72,0.41932
346889,0.16535,0.621,0.16535
347413,0.34342,0.714,0.34342
346888,0.25439,0.752,0.25439
344471,0.30534,0.78,0.30534
357766,0.25411,0.55,0.25411
348064,0.38155,0.423,0.38155
355586,0.17791,0.617,0.17791
355928,0.25415,0.752,0.25415
345265,0.36894,0.752,0.36894
357771,0.16517,0.621,0.16517
347787,0.43241,0.983,0.43241
356308,0.15249,0.589,0.15249
357029,2.8591,0.589,0.34305
357582,0.15246,0.489,0.15246
352439,8.0849,0.55,0.26695
348510,0.22891,0.357,0.22891
349373,2.6196,1.33,0.97915
354928,0.61004,0.163,0.050834
356137,0.20332,0.52,0.20332
349504,0.16531,0.749,0.16531
357578,0.12705,0.423,0.12705
356310,0.1906,0.423,0.1906
347235,0.91573,0.49,0.2035
347233,2.5438,1.331,0.83945
355187,3.7622,0.326,0.063539
348677,0.24163,0.589,0.24163
343309,0.26721,0.557,0.26721
348223,1.7041,0.852,0.6359
348229,1.1319,0.913,0.49599
348230,2.0476,0.294,0.076301
348686,0.40695,0.907,0.40695
348231,2.8996,0.326,0.17803
349033,0.91565,1.898,0.91565
341487,0.1909,0.589,0.1909
357566,6.3402,0.616,0.43193
357206,0.16518,0.426,0.16518
358547,0.19056,0.458,0.19056
355771,1.7156,1.559,1.0294
357561,0.36847,0.713,0.36847
347232,1.5008,0.744,0.58508
348234,6.0021,0.688,0.39414
348387,0.49598,1.004,0.49598
355197,0.41937,0.72,0.41937
358215,0.21598,0.458,0.21598
351127,2.0469,0.718,0.45768
353980,0.20336,0.484,0.20336
352278,0.49578,0.752,0.49578
346712,0.20352,0.653,0.20352
348380,0.57232,1.04,0.57232
338878,0.26733,0.752,0.26733
348379,0.53413,1.071,0.53413
346708,3.6126,0.163,0.076331
354148,0.1271,0.423,0.1271
352272,3.5341,0.26,0.13985
358890,0.39381,0.688,0.39381
349202,0.13988,0.357,0.13988
352271,2.7587,0.81,0.87726
357401,0.59712,1.664,0.59712
353827,1.7032,0.426,0.15251
353459,0.55928,0.589,0.55928
352269,1.0297,0.489,0.19069
346705,1.3355,0.75,0.40703
352265,0.3051,0.557,0.3051
352436,0.45764,1.009,0.45764
353629,6.788,0.72,0.36855
353826,1.0168,0.814,0.36858
345986,0.27986,0.752,0.27986
354782,0.30501,0.586,0.30501
357197,4.5107,0.326,0.20332
350428,0.178,0.621,0.178
352435,0.25425,0.915,0.25425
350422,19.0477,0.097,0.13989
346219,1.2211,0.326,0.11449
322027,0.24228,0.552,0.24228
344962,0.48345,0.877,0.48345
356311,2.745,0.426,0.20331
353631,11.3124,0.621,0.20331
344652,4.7458,1.668,0.86535
353265,2.3132,1.044,0.50833
357025,1.4612,0.357,0.35579
355165,62.7696,0.26,0.12717
347020,0.31798,0.846,0.31798
353260,1.8431,1.3,0.7626
348871,0.99187,1.082,0.99187
353261,0.47031,0.943,0.47031
349959,9.5732,0.653,0.64821
353457,1.9065,0.163,0.10167
355462,0.19062,0.426,0.19062
354770,1.8936,0.585,0.35579
354279,0.26689,1.046,0.26689
352443,22.4642,0.589,0.49568
347409,0.12719,0.426,0.12719
305194,0.19159,0.654,0.19159
346369,0.29257,0.648,0.29257
305530,0.38316,0.948,0.38316
343735,5.6373,1.075,0.68707
355465,0.22875,0.52,0.22875
352960,1.6653,0.423,0.16524
357026,2.0584,0.357,0.17788
357027,0.34307,0.846,0.34307
357028,2.0967,0.263,0.12706
347412,0.55961,0.621,0.55961
356679,0.66078,1.299,0.66078
358360,0.25409,0.52,0.25409
346885,0.43248,1.047,0.43248
349629,0.55949,1.07,0.55949
356312,4.0792,1.272,1.0546
346887,0.49606,0.78,0.49606
347569,0.25438,0.423,0.25438
352811,0.77539,1.143,0.77539
357773,0.11435,0.458,0.11435
357767,0.76228,0.426,0.35574
355587,0.38124,0.688,0.38124
355588,0.62271,1.167,0.62271
357030,3.5451,0.883,0.53358
350169,0.35601,0.72,0.35601
352806,0.16525,0.458,0.16525
348063,0.67406,1.137,0.67406
351640,0.26697,0.484,0.26697
351638,0.25427,0.589,0.25427
351637,0.15256,0.621,0.15256
350168,0.61034,1.21,0.61034
358751,0.41923,0.943,0.41923
344472,0.35625,0.291,0.35625
350167,0.73747,1.264,0.73747
358363,1.3594,0.652,0.3303
357209,0.40658,0.82,0.40658
347028,2.4294,0.454,0.24165
357034,0.78778,1.07,0.78778
347024,0.50878,0.938,0.50878
351318,2.6572,0.326,0.15259
357212,0.6226,0.589,0.6226
357211,0.29223,0.26,0.06353
350949,0.22885,0.589,0.22885
357210,0.6353,1.461,0.6353
349947,1.7419,0.718,0.4069
353973,0.38131,0.589,0.38131
353259,0.71183,0.52,0.21608
352599,1.106,1.866,1.106
352037,2.8476,0.52,0.25421
352598,0.78817,1.47,0.78817
351124,0.43227,0.974,0.43227
350950,0.59756,1.137,0.59756
349951,1.1698,0.387,0.30516
349952,1.6021,0.357,0.1653
349031,0.71212,0.72,0.71212
354629,0.76256,1.167,0.76256
354628,0.25419,0.458,0.25419
345604,0.4198,0.617,0.4198
350427,0.45773,0.978,0.45773
345606,0.16538,0.454,0.16538
355946,0.13978,0.453,0.13978
350429,0.82648,1.555,0.82648
353824,0.24149,0.749,0.24149
348874,0.8011,0.294,0.12717
348875,1.0554,0.131,0.012717
348876,1.3988,0.394,0.11446
353628,5.7204,0.814,0.59734
353632,12.6846,0.163,0.012707
348878,2.3908,0.653,0.25438
357920,1.0164,0.621,0.36844
348879,0.24162,0.621,0.24162
348881,0.34336,0.72,0.34336
351317,2.263,0.294,0.089006
353625,0.50843,0.778,0.50843
353822,1.5379,1.228,1.0041
353452,0.36862,0.426,0.36862
353455,0.61013,0.653,0.088972
347228,0.2671,0.454,0.2671
353647,0.94062,0.688,0.39403
347231,0.24166,0.387,0.24166
353456,1.3601,0.426,0.19065
352264,0.5975,1.137,0.5975
353458,3.4951,1.239,1.0929
351122,0.8391,1.106,0.8391
349204,0.83927,1.101,0.83927
354626,1.7664,0.163,0.038127
306543,2.0944,1.701,1.0217
355461,1.8554,0.907,0.80059
354775,0.44482,0.713,0.44482
358891,0.7114,1.034,0.7114
353462,0.39404,0.979,0.39404
354277,0.16522,0.52,0.16522
357398,0.92756,0.326,0.13976
356469,0.91496,1.633,0.91496
349203,0.24161,0.52,0.24161
350418,12.9053,0.651,0.83927
352273,4.0681,0.489,0.2797
349201,0.12717,0.423,0.12717
352274,5.4921,0.454,0.43229
357938,0.38114,1.015,0.38114
351636,0.76276,1.008,0.76276
346710,5.6228,0.551,0.55979
349779,0.2416,0.617,0.2416
351310,0.85184,1.234,0.85184
354773,3.2278,1.008,0.67346
351312,3.6362,0.26,0.52134
344651,3.4351,0.163,0.076346
344650,3.2188,0.295,0.19086
357397,0.50822,0.943,0.50822
354769,1.2074,1.146,0.66084
354767,0.26689,0.557,0.26689
357396,0.63528,1.197,0.63528
354286,3.6984,0.423,0.305
344648,1.3867,0.557,0.25445
345266,0.75063,1.441,0.75063
355199,0.44482,0.131,0.050835
356470,0.81329,1.44,0.81329
358558,0.30489,1.078,0.30489
354281,1.0548,2.309,1.0548
358556,0.16515,0.426,0.16515
358217,1.0418,0.52,0.33031
355942,0.53374,0.163,0.050831
357559,0.55902,0.26,0.088938
357560,0.91479,0.357,0.11435
355770,0.47019,0.097,0.10166
343484,1.6413,0.49,0.17815
355767,9.7595,0.752,0.69873
348061,0.3561,0.752,0.3561
355766,8.8067,0.717,0.68607
357390,1.0038,1.667,1.0038
356134,0.15249,0.458,0.15249
355189,8.2103,1.012,0.52097
353652,0.55923,1.406,0.55923
358354,0.67333,0.81,0.67333
348683,8.5705,1.051,0.78858
348682,6.5739,0.163,0.038155
348681,6.1923,0.78,0.59774
354920,0.7625,0.586,0.31772
357577,1.715,2.289,1.715
355188,4.1942,0.326,0.20332
348224,2.1874,0.423,0.13991
348679,0.35609,0.883,0.35609
348676,0.35608,0.78,0.35608
343963,0.44534,1.107,0.44534
355186,3.1522,0.294,0.12708
357022,0.69886,1.046,0.69886
354282,1.0295,0.581,0.34315
358223,0.57173,1.203,0.57173
336382,0.36925,0.781,0.36925
356476,0.21602,0.525,0.21602
356475,0.85139,0.458,0.10165
347236,1.6153,0.815,0.40705
351125,0.57216,0.131,0.038142
354283,1.4871,0.163,0.076258
356474,0.85137,1.432,0.85137
354924,0.48293,0.713,0.48293
345430,1.0559,1.733,1.0559
353091,0.6356,1.341,0.6356
355757,0.39396,1.015,0.39396
355756,1.4486,0.26,0.050832
346526,0.77594,1.463,0.77594
350586,1.0172,0.883,0.50857
350588,2.7207,0.489,0.20339
345107,0.21627,0.423,0.21627
341261,0.92905,2.28,0.92905
324173,4.5892,0.131,0.012745
336601,9.7279,0.388,0.21643
333999,0.29291,0.752,0.29291
325301,0.36966,0.621,0.36966
338692,0.64925,0.784,0.21641
326424,0.20394,1.208,0.20394
331791,12.1519,0.263,0.063704
342355,1.7053,0.163,0.012725
323574,716.521,0.618,0.45868
331961,25.1717,0.454,0.25478
342692,0.86537,0.163,0.038174
342842,36.0848,1.204,1.2979
323166,16.3199,0.163,0.038245
325509,1.3255,0.295,0.22944
336590,2.9285,1.01,0.44562
331962,26.7769,0.847,0.84082
342838,17.6498,0.551,0.30542
350938,3.7254,0.194,0.10171
319182,55.7465,0.75,0.7269
336779,2.2918,0.326,0.02546
338151,1.5532,2.051,1.5532
327851,2.4214,0.587,0.30589
342880,0.59808,1.242,0.59808
356466,1.7789,1.277,0.71161
357194,0.78776,1.136,0.78776
355451,0.22876,0.653,0.22876
339770,0.58553,0.423,0.11456
355452,2.7066,0.619,0.25416
346520,10.3284,0.426,0.16541
345769,1.73,0.163,0.025442
357021,14.7909,1.434,1.1691
345770,2.1244,0.357,0.20354
338000,1.3877,1.658,0.92939
328049,3.2238,0.295,0.089206
328050,3.912,0.852,0.43332
342861,90.457,0.291,0.16547
341621,4.276,0.326,0.076358
346518,9.0179,0.263,0.089054
341620,3.9706,0.291,0.13999
345772,3.3073,0.163,0.10177
355760,1.0293,0.876,0.36852
340572,0.43274,0.811,0.43274
333080,2.5218,0.842,0.78967
353823,2.7581,1.3,0.85154
335192,0.89143,0.097,0.025469
346517,8.3182,0.131,0.012722
335193,1.5664,0.714,0.53487
327549,1.9753,0.721,0.47156
326739,1.6188,1.143,0.22941
314413,7.2987,0.684,0.9825
348222,0.1399,0.816,0.1399
327848,0.31861,0.715,0.31861
327847,0.25488,0.649,0.25488
327845,0.30586,0.749,0.30586
353971,2.2879,1.236,0.66097
344468,0.30535,0.52,0.30535
335641,0.29288,0.657,0.29288
335644,1.3881,2.245,1.3881
335645,0.56029,0.908,0.56029
335646,0.62398,1.398,0.62398
313107,0.75292,1.342,0.75292
347780,1.8314,0.294,0.089021
344145,0.25447,0.357,0.25447
344144,0.24175,0.718,0.24175
344141,2.0867,0.26,0.11452
344139,1.2214,0.163,0.025447
329279,2.4082,0.589,0.22933
329278,1.8221,0.426,0.20386
323624,0.50998,1.175,0.50998
329275,0.81549,0.648,0.395
329274,0.22936,0.521,0.22936
332345,190.03,0.424,0.26757
338008,1.1458,0.326,0.063657
329271,1.5673,0.327,0.076451
329270,1.2742,1.782,1.2742
329269,0.26758,0.587,0.26758
329267,1.529,0.587,0.24211
329266,0.73902,0.357,0.29307
338005,0.39465,1.079,0.39465
338004,0.17824,0.52,0.17824
337999,0.25462,0.52,0.25462
337997,4.6214,0.587,0.35642
332335,145.754,0.555,0.48416
337992,0.853,0.781,0.24189
321038,1.1732,1.8,1.1732
321037,0.35708,0.914,0.35708
356132,0.12707,0.423,0.12707
337991,0.25462,0.485,0.25462
321035,0.39535,0.689,0.39535
338290,0.87845,0.131,0.038191
314256,0.57423,1.075,0.57423
338291,1.1458,0.295,0.08911
338297,0.8275,1.428,0.8275
338299,0.5092,1.21,0.5092
338155,0.42012,0.974,0.42012
321033,0.63765,0.721,0.63765
309185,0.28087,0.49,0.28087
338153,0.2037,0.587,0.2037
321023,0.77794,1.565,0.77794
321340,0.16578,0.458,0.16578
314411,3.458,0.583,0.56148
351629,0.55936,1.047,0.55936
332170,0.66237,0.75,0.24203
332168,0.33119,0.618,0.33119
332167,0.67513,1.041,0.67513
332594,0.57319,0.458,0.57319
332597,0.11464,0.424,0.11464
320869,0.53562,1.006,0.53562
320868,0.44637,0.753,0.44637
320864,0.56114,0.721,0.56114
338689,0.33098,0.617,0.33098
338694,0.28006,0.621,0.28006
338695,0.24187,0.653,0.24187
344797,0.26717,0.784,0.26717
344799,0.71244,0.949,0.71244
344801,0.75066,1.373,0.75066
338696,0.21641,0.426,0.21641
343958,0.47078,0.683,0.47078
343955,1.5141,0.097,0.050895
350579,0.44501,1.074,0.44501
350576,0.53402,1.004,0.53402
338697,0.15276,0.881,0.15276
329130,0.26759,0.621,0.26759
337590,0.38193,1.079,0.38193
337588,0.44561,0.913,0.44561
357389,0.48282,0.752,0.48282
337582,0.713,1.144,0.713
329129,0.22936,0.357,0.22936
329128,0.22936,0.557,0.22936
338698,1.6549,0.551,0.44557
329127,0.85371,1.761,0.85371
329126,0.67537,0.295,0.025484
336594,7.486,0.357,0.43281
331951,0.3949,0.916,0.3949
337580,0.34375,0.784,0.34375
337579,0.50925,1.044,0.50925
337578,0.19097,0.589,0.19097
333987,0.45848,0.783,0.45848
338874,0.49646,0.811,0.49646
338877,0.99299,0.653,0.20368
325935,0.39514,0.753,0.39514
325934,0.14021,0.587,0.14021
325932,3.1608,0.131,0.038229
325929,1.2109,0.131,0.038237
308962,1.5193,1.175,0.68946
308961,0.24258,0.622,0.24258
309602,0.88088,0.618,0.1915
309605,1.5831,0.618,0.35746
332736,0.25474,0.555,0.25474
320699,0.38261,0.947,0.38261
320698,0.40812,0.914,0.40812
320696,0.16579,0.291,0.16579
306124,0.16603,0.455,0.16603
320694,0.54838,0.587,0.1913
339024,0.94201,1.402,0.94201
326735,0.34412,0.689,0.34412
331955,0.2675,0.618,0.2675
331954,0.34393,0.557,0.34393
352032,0.45765,1.106,0.45765
352033,0.19068,0.784,0.19068
323312,0.204,0.357,0.204
345263,0.1781,0.357,0.1781
339177,0.81471,0.097,0.050918
339178,2.3551,0.621,0.3946
339184,0.17821,0.653,0.17821
339189,0.72557,1.168,0.72557
339190,0.47098,0.947,0.47098
339192,0.16548,0.426,0.16548
317077,18.202,0.295,0.15303
317076,17.5134,0.525,0.25506
306261,0.29373,0.292,0.29373
306264,2.6561,0.589,0.33206
329823,0.62432,0.939,0.62432
329824,0.29306,0.589,0.29306
338150,0.21642,0.551,0.21642
334634,0.34385,0.975,0.34385
334635,0.36932,0.878,0.36932
343449,0.3181,0.78,0.3181
321660,0.25504,0.653,0.25504
337166,0.16551,0.587,0.16551
304888,3.8446,0.941,0.4598
318307,0.9694,0.295,0.063782
318315,1.8752,0.163,0.02551
345598,0.21626,0.589,0.21626
312459,1.2126,1.143,1.2126
352261,0.13983,0.589,0.13983
352263,0.99159,1.077,0.99159
326230,0.43338,0.49,0.43338
323168,17.6839,0.163,0.22944
349773,0.27974,0.78,0.27974
349772,0.31789,0.454,0.31789
309774,3.1147,0.848,0.58727
320388,0.24232,0.649,0.24232
320381,0.17856,0.718,0.17856
320379,1.033,0.163,0.025508
320378,0.52289,0.458,0.20406
339400,0.44551,0.981,0.44551
339404,1.3239,0.752,0.57281
339405,1.6675,0.394,0.19092
339406,2.0112,0.394,0.14
343311,0.25449,0.617,0.25449
343310,0.62352,1.114,0.62352
343307,0.26721,0.78,0.26721
343306,0.30538,0.78,0.30538
343305,1.1961,1.012,0.5344
343304,0.53445,0.163,0.063622
323152,0.43349,0.721,0.43349
332366,274.827,0.521,0.36975
308786,0.3958,0.589,0.3958
331798,0.29299,0.589,0.29299
336942,0.80213,1.949,0.80213
345774,4.2614,0.291,0.21625
345776,1.4884,0.852,0.55971
334127,0.14009,0.589,0.14009
328619,0.49697,1.169,0.49697
328618,0.81551,0.49,0.1784
318539,0.14032,0.621,0.14032
323005,5.5848,0.689,0.30595
322994,0.3825,0.98,0.3825
349501,0.22889,0.458,0.22889
318545,2.717,0.621,0.34439
339554,0.89103,0.163,0.063642
318546,1.2629,1.62,1.2629
343051,0.26721,0.357,0.26721
343049,0.89066,0.458,0.11452
352595,0.27967,0.423,0.27967
352596,0.24153,0.621,0.24153
306703,0.3065,0.685,0.3065
327052,0.36961,0.746,0.36961
327053,0.47157,0.847,0.47157
336781,0.92953,0.295,0.11459
321184,0.45909,0.812,0.45909
336778,2.0117,1.307,0.68749
336777,0.81488,0.587,0.3565
339752,0.4964,0.426,0.4964
339754,0.29276,0.684,0.29276
339755,0.66192,0.163,0.050915
339756,1.5911,0.872,0.73824
321182,1.0585,1.563,1.0585
339761,2.0111,0.295,0.28002
339768,1.0566,0.326,0.089102
342879,0.21632,0.589,0.21632
334996,0.43297,0.648,0.43297
334997,0.57305,0.842,0.57305
335000,0.75133,1.758,0.75133
346211,1.3231,2.158,1.3231
342856,75.7651,0.194,0.14002
324497,0.63741,0.843,0.63741
334130,0.66221,1.473,0.66221
334131,0.47121,0.852,0.47121
321179,0.95644,1.526,0.95644
334132,0.34385,0.842,0.34385
314998,0.15312,0.455,0.15312
342850,64.9211,0.454,0.28
333996,0.54765,1.04,0.54765
321178,1.1604,1.241,1.1604
308461,0.21705,0.685,0.21705
346368,1.1703,1.555,1.1703
346370,1.0304,0.326,0.10176
328436,0.33133,0.75,0.33133
352793,0.35592,0.849,0.35592
352794,0.26694,0.484,0.26694
322832,0.1275,0.589,0.1275
328432,0.15292,0.621,0.15292
352795,0.4322,0.72,0.4322
352798,2.593,0.194,0.13982
342854,74.3904,0.587,0.29273
330126,4.561,0.852,0.28033
336593,5.9076,1.044,0.82748
336592,4.7491,0.426,0.25463
336588,1.0059,0.326,0.050931
336584,0.78946,0.621,0.21645
336583,0.15279,0.557,0.15279
315169,0.43385,1.079,0.43385
331480,2.2294,0.327,0.17834
331477,0.15287,0.291,0.15287
342688,1.1326,0.908,0.55992
331473,0.45861,0.881,0.45861
331472,0.56052,0.909,0.56052
352957,0.72459,1.409,0.72459
325507,0.54812,0.85,0.54812
325505,0.25494,0.589,0.25494
331330,0.33123,0.721,0.33123
328217,0.26761,0.426,0.26761
328210,0.17841,0.426,0.17841
323951,0.29323,0.948,0.29323
336381,1.439,0.131,0.025466
336380,0.99325,1.604,0.99325
335188,1.1715,1.786,1.1715
335189,0.71313,0.946,0.71313
335191,0.50936,1.015,0.50936
336378,0.42018,0.788,0.42018
336377,0.52203,0.951,0.52203
340388,0.45821,0.26,0.038183
336375,0.47113,0.852,0.47113
324673,1.785,0.327,0.20398
336374,0.24193,0.752,0.24193
336373,0.76395,1.146,0.76395
311750,0.6765,0.914,0.6765
348506,0.20348,0.557,0.20348
340390,0.48364,1.338,0.48364
315370,1.0846,1.377,1.0846
340393,2.2274,0.75,0.43272
340395,0.39457,0.648,0.39457
315375,20.3481,0.194,0.11485
346881,1.1065,1.787,1.1065
317421,0.16584,0.751,0.16584
342362,0.20361,0.52,0.20361
342361,0.21634,0.426,0.21634
342360,0.29268,0.689,0.29268
315381,24.2532,0.358,0.2042
318988,2.1047,1.045,0.67598
318989,0.17858,0.521,0.17858
348377,0.25434,0.947,0.25434
335372,1.821,0.653,0.22921
335373,2.6615,0.49,0.191
333471,7.3359,0.131,0.012737
328052,0.8793,0.587,0.42055
328046,0.38231,0.847,0.38231
310313,1.4808,0.587,0.76591
310314,2.0042,0.389,0.29361
310315,3.7657,0.948,0.65108
333470,6.4444,1.072,0.91702
307435,0.44694,1.14,0.44694
307436,0.62574,1.474,0.62574
341985,0.55998,1.505,0.55998
341984,0.36906,0.689,0.36906
341978,2.5453,0.326,0.076357
324830,0.38243,0.458,0.38243
324831,0.21671,0.552,0.21671
312975,0.68919,1.047,0.68919
308248,0.99589,0.719,0.2426
340563,1.0818,1.653,1.0818
340565,0.57272,0.097,0.063637
340568,0.66187,1.21,0.66187
340570,0.34364,1.047,0.34364
336184,0.21647,0.423,0.21647
336183,0.95494,1.31,0.95494
340571,1.031,0.458,0.12728
333457,8.062,0.327,0.38209
327536,0.29312,0.388,0.29312
327537,0.76466,0.357,0.3186
347223,1.4119,0.26,0.050884
336179,0.36926,0.72,0.36926
311580,0.22976,0.589,0.22976
347226,0.66136,1.178,0.66136
333450,2.8146,0.424,0.26747
333448,0.34388,1.041,0.34388
336177,0.44565,0.75,0.44565
