src,dst
399429,399430
529055,530504
530503,530504
528526,530505
530504,530505
528346,530506
530505,530506
529999,530508
530800,530508
530980,530513
531498,530513
530323,530515
530805,530515
530807,530516
531283,530516
530168,530517
530516,530517
530806,530517
529533,530518
530517,530518
399106,399554
399408,399554
399554,399555
398760,399555
397980,399556
398761,399556
400445,399565
401475,399565
399565,399566
400444,399566
399570,399569
400452,399569
529236,530661
529831,530661
530661,530662
531786,530662
530983,530668
531280,530668
530668,530669
531501,530669
268751,268576
269077,268576
529828,530795
530314,530795
530497,530796
530795,530796
531792,530801
531793,530801
267868,268746
268007,268746
268746,268747
269610,268747
268747,268748
269076,268748
268748,268749
269927,268749
268749,268750
270609,268750
268012,268755
269081,268755
268755,268756
267699,268756
268756,268757
267871,268757
529671,530964
530963,530964
531269,530967
531782,530967
530967,530968
532071,530968
530797,530969
530316,530969
530969,530970
531654,530970
529673,530971
530970,530971
529992,530972
530971,530972
530972,530973
531784,530973
530658,530974
530973,530974
530161,530975
531273,530975
530984,530985
532457,530985
530324,530986
530985,530986
531282,530987
531797,530987
530987,530988
531795,530988
530988,530989
531281,530989
530986,530990
530989,530990
399249,399919
399920,399919
268936,268933
267876,268933
268933,268934
267875,268934
268934,268935
269934,268935
400871,400083
401624,400083
399237,400085
400263,400085
400085,400086
401166,400086
399111,400087
400086,400087
400087,400088
400089,400088
399240,400093
399915,400093
399115,400094
400093,400094
400443,400098
399424,400098
400098,400099
400665,400099
400298,400103
403185,400103
400103,400104
399431,400104
400102,400105
400104,400105
398790,400106
400105,400106
399120,400107
400106,400107
400107,400108
398167,400108
398323,400109
400108,400109
396914,400110
400109,400110
398000,400111
400110,400111
396362,400112
400111,400112
396520,400113
400112,400113
395941,400114
400113,400114
395570,400115
400114,400115
395223,400116
400115,400116
394663,400117
400116,400117
394525,400118
400117,400118
400118,400119
392830,400119
400119,400120
391322,400120
268580,269083
269084,269083
269611,269085
269612,269085
269085,269086
269475,269086
268300,269087
267874,269087
530796,531261
530964,531261
531261,531262
531653,531262
531262,531263
532070,531263
531263,531264
533905,531264
531264,531265
532803,531265
531265,531266
534781,531266
531266,531267
533071,531267
531267,531268
534619,531268
531658,531274
531790,531274
531274,531275
531789,531275
531499,531278
531661,531278
532935,531281
532936,531281
531796,531282
532271,531282
399413,400265
400659,400265
399414,400266
400265,400266
399415,400267
400266,400267
399421,400275
400095,400275
400275,400276
400277,400276
399564,400279
400097,400279
400666,400280
401322,400280
400280,400281
400883,400281
400281,400282
399917,400282
400282,400283
398940,400283
400296,400288
401650,400288
399119,400289
400288,400289
398789,400290
400289,400290
398492,400291
400290,400291
399118,400292
400291,400292
398616,400293
400292,400293
397056,400294
400293,400294
400294,400295
398166,400295
399922,400297
401182,400297
400297,400298
401328,400298
270823,269258
270965,269258
268757,269259
269930,269259
268758,269260
269259,269260
269260,269261
270826,269261
269261,269262
270966,269262
269262,269263
271907,269263
269263,269264
269474,269264
269264,269265
271544,269265
269265,269266
270967,269266
269082,269267
269266,269267
268930,269268
269267,269268
269268,269269
270109,269269
268759,269270
269269,269270
268931,269271
269270,269271
269271,269272
272353,269272
269272,269273
270618,269273
272354,269273
269931,269273
269273,269274
