node_id,q,h0,h1,h2,h3,h4
501271,0.001,0.0,0.1,0.0,0.0,0.0
501272,0.001,0.0,0.1,0.0,0.0,0.0
501273,0.001,0.0,0.1,0.0,0.0,0.0
501274,0.001,0.0,0.1,0.0,0.0,0.0
501275,0.001,0.0,0.1,0.0,0.0,0.0
501277,0.001,0.0,0.1,0.0,0.0,0.0
501278,0.001,0.0,0.1,0.0,0.0,0.0
501279,0.001,0.0,0.1,0.0,0.0,0.0
501280,0.001,0.0,0.1,0.0,0.0,0.0
501281,0.001,0.0,0.1,0.0,0.0,0.0
501440,0.001,0.0,0.1,0.0,0.0,0.0
501441,0.001,0.0,0.1,0.0,0.0,0.0
501442,0.001,0.0,0.1,0.0,0.0,0.0
501443,0.001,0.0,0.1,0.0,0.0,0.0
501444,0.001,0.0,0.1,0.0,0.0,0.0
501445,0.001,0.0,0.1,0.0,0.0,0.0
501446,0.001,0.0,0.1,0.0,0.0,0.0
501447,0.001,0.0,0.1,0.0,0.0,0.0
501448,0.001,0.0,0.1,0.0,0.0,0.0
501449,0.001,0.0,0.1,0.0,0.0,0.0
501450,0.001,0.0,0.1,0.0,0.0,0.0
501451,0.001,0.0,0.1,0.0,0.0,0.0
501452,0.001,0.0,0.1,0.0,0.0,0.0
501453,0.001,0.0,0.1,0.0,0.0,0.0
501454,0.001,0.0,0.1,0.0,0.0,0.0
501583,0.001,0.0,0.1,0.0,0.0,0.0
501584,0.001,0.0,0.1,0.0,0.0,0.0
501585,0.001,0.0,0.1,0.0,0.0,0.0
501586,0.001,0.0,0.1,0.0,0.0,0.0
501587,0.001,0.0,0.1,0.0,0.0,0.0
501593,0.001,0.0,0.1,0.0,0.0,0.0
501594,0.001,0.0,0.1,0.0,0.0,0.0
501595,0.001,0.0,0.1,0.0,0.0,0.0
501596,0.001,0.0,0.1,0.0,0.0,0.0
501597,0.001,0.0,0.1,0.0,0.0,0.0
501598,0.001,0.0,0.1,0.0,0.0,0.0
501599,0.001,0.0,0.1,0.0,0.0,0.0
501600,0.001,0.0,0.1,0.0,0.0,0.0
501601,0.001,0.0,0.1,0.0,0.0,0.0
501602,0.001,0.0,0.1,0.0,0.0,0.0
501603,0.001,0.0,0.1,0.0,0.0,0.0
501604,0.001,0.0,0.1,0.0,0.0,0.0
501605,0.001,0.0,0.1,0.0,0.0,0.0
