node_id,a_i,l_i,a_h
160,671343.0,193.0,31423.0
161,814889.0,115.8,27852.0
162,849167.0,146.7,9998.0
163,872020.0,38.6,2142.0
164,977000.0,193.0,24280.0
165,86416.0,401.1,86416.0
166,18569.0,131.4,18569.0
167,69278.0,61.8,4999.0
168,114272.0,108.1,9284.0
169,134268.0,485.3,134268.0
170,44280.0,278.1,44280.0
171,94271.0,439.4,94271.0
172,27853.0,215.8,27853.0
173,17141.0,193.0,17141.0
174,81417.0,301.3,81417.0
175,124983.0,285.1,55707.0
176,34995.0,169.8,34995.0
177,35709.0,247.1,35709.0
178,51421.0,285.1,51421.0
179,108556.0,123.4,29282.0
180,174976.0,123.4,16426.0
181,204972.0,23.1,2857.0
182,31424.0,146.5,31424.0
183,33567.0,200.6,33567.0
184,42851.0,362.7,42851.0
185,57849.0,316.7,57849.0
186,57849.0,300.6,57849.0
187,35709.0,208.2,35709.0
188,16426.0,154.4,16426.0
189,15712.0,185.3,15712.0
190,37137.0,424.5,37137.0
191,54277.0,362.7,54277.0
192,22854.0,200.9,22854.0
193,156406.0,293.0,49278.0
194,219253.0,208.2,27852.0
195,272816.0,84.8,17854.0
196,419936.0,216.1,65703.0
197,468497.0,77.2,10712.0
198,539912.0,115.8,20710.0
199,632748.0,185.1,50702.0
200,70704.0,185.3,20711.0
201,70703.0,363.2,70703.0
202,23568.0,108.1,23568.0
203,59991.0,278.1,59991.0
204,134264.0,432.7,134264.0
205,79987.0,439.7,79987.0
206,27139.0,185.3,27139.0
207,17140.0,200.6,17140.0
208,199261.0,69.5,10713.0
209,231398.0,139.0,15712.0
210,293531.0,92.8,6427.0
211,358519.0,200.9,30708.0
212,402796.0,38.6,2142.0
213,482066.0,115.8,7855.0
214,55705.0,324.0,55705.0
215,32138.0,177.6,32138.0
216,38565.0,215.8,38565.0
217,72845.0,432.4,72845.0
218,27853.0,100.4,27853.0
219,144979.0,154.4,33566.0
220,185686.0,100.4,17854.0
221,243532.0,100.3,9284.0
222,304235.0,185.1,47134.0
223,397785.0,107.9,20710.0
224,433490.0,23.1,1428.0
225,473482.0,154.1,24995.0
226,499190.0,46.2,4285.0
227,25710.0,170.0,25710.0
228,27853.0,154.4,27853.0
229,22139.0,208.5,22139.0
230,162114.0,709.0,162114.0
231,24996.0,170.0,24996.0
232,36423.0,223.9,36423.0
233,34994.0,107.9,34994.0
234,16426.0,100.3,16426.0
235,42850.0,162.0,42850.0
236,39279.0,332.0,39279.0
237,27852.0,177.6,27852.0
238,14283.0,139.0,14283.0
239,23567.0,177.6,23567.0
240,126409.0,177.6,33566.0
241,22139.0,146.5,22139.0
242,30709.0,115.8,30709.0
243,12141.0,115.8,12141.0
244,15712.0,92.4,15712.0
245,41422.0,100.3,8570.0
246,142835.0,270.2,30709.0
247,442792.0,169.8,26423.0
248,18568.0,177.6,18568.0
249,83556.0,370.1,83556.0
250,42850.0,231.3,42850.0
251,115694.0,531.8,115694.0
252,105697.0,224.1,30709.0
253,20711.0,108.1,20711.0
254,14997.0,115.8,14997.0
255,89268.0,602.5,89268.0
256,69273.0,455.4,69273.0
257,57133.0,185.3,18568.0
258,18568.0,146.5,18568.0
259,33565.0,154.1,33565.0
260,22139.0,162.3,22139.0
261,47134.0,308.5,47134.0
262,117839.0,61.8,5713.0
263,64275.0,69.5,8570.0
264,155689.0,69.5,11427.0
265,197109.0,131.4,15711.0
266,67844.0,332.1,67844.0
267,50705.0,231.5,50705.0
268,12855.0,84.8,12855.0
269,80700.0,285.7,46420.0
270,14283.0,100.3,14283.0
271,62131.0,277.5,62131.0
272,154973.0,308.4,61417.0
273,58560.0,409.0,58560.0
274,105694.0,84.8,21424.0
275,27852.0,216.2,27852.0
276,32851.0,239.2,32851.0
277,47134.0,38.6,2857.0
278,16425.0,123.4,16425.0
279,25710.0,154.3,25710.0
280,62132.0,115.8,7141.0
281,57132.0,347.6,57132.0
282,34279.0,131.0,34279.0
283,102835.0,656.2,102835.0
284,56418.0,177.6,20710.0
285,119263.0,77.2,4285.0
286,160682.0,108.1,14997.0
287,197816.0,115.8,11426.0
288,62847.0,69.5,2142.0
289,154258.0,84.8,7855.0
290,199964.0,108.1,6427.0
291,41420.0,223.4,41420.0
292,271380.0,193.0,39278.0
293,309230.0,77.2,9998.0
294,347080.0,69.5,3571.0
295,437773.0,185.3,52131.0
296,617011.0,300.8,81407.0
297,34279.0,247.1,34279.0
298,178542.0,123.7,13569.0
299,230674.0,185.3,19282.0
300,320654.0,77.2,25709.0
301,392065.0,262.5,44989.0
302,83554.0,517.3,83554.0
303,17140.0,107.9,17140.0
304,42135.0,223.9,9284.0
305,71414.0,408.7,71414.0
306,58560.0,254.7,58560.0
307,52847.0,339.9,52847.0
308,35708.0,285.6,35708.0
309,80699.0,300.5,80699.0
310,48562.0,215.8,48562.0
311,37849.0,332.2,37849.0
312,37850.0,216.2,37850.0
313,19996.0,123.4,19996.0
314,28566.0,185.3,28566.0
315,89270.0,38.6,1428.0
316,220679.0,139.0,4999.0
317,38564.0,177.5,38564.0
318,99264.0,548.5,99264.0
319,23567.0,239.2,23567.0
320,31422.0,123.4,31422.0
321,32850.0,216.1,32850.0
322,14997.0,100.4,14997.0
323,76412.0,432.7,76412.0
324,119979.0,30.9,714.0
325,180681.0,278.1,40706.0
326,299224.0,324.2,64270.0
327,40706.0,277.8,40706.0
328,24995.0,139.0,24995.0
329,44277.0,200.6,44277.0
330,13569.0,100.3,13569.0
331,29994.0,154.6,29994.0
332,37849.0,215.8,37849.0
333,54274.0,324.2,54274.0
334,24281.0,246.8,24281.0
335,45704.0,332.0,45704.0
336,277808.0,139.0,17139.0
337,384214.0,223.7,30707.0
338,405638.0,38.6,7855.0
339,652727.0,386.2,49273.0
340,784831.0,231.6,90688.0
341,1181867.0,216.2,28562.0
342,52132.0,293.5,52132.0
343,218530.0,115.8,44991.0
344,285658.0,247.1,43561.0
345,177827.0,61.8,12140.0
346,29993.0,231.3,29993.0
347,12140.0,108.1,12140.0
348,48561.0,301.3,48561.0
349,39991.0,332.1,39991.0
350,20710.0,84.8,20710.0
351,20710.0,169.6,20710.0
352,19996.0,84.8,19996.0
353,29994.0,108.1,29994.0
354,47132.0,255.0,47132.0
355,16425.0,123.4,16425.0
356,87837.0,432.4,87837.0
357,14997.0,84.8,14997.0
358,111402.0,563.8,111402.0
359,389217.0,139.0,11426.0
360,431350.0,131.4,21423.0
361,554179.0,92.8,22851.0
362,632015.0,139.0,34276.0
363,691283.0,208.4,24993.0
364,23566.0,193.0,23566.0
365,64271.0,277.4,64271.0
366,746288.0,169.6,49988.0
367,821985.0,185.1,45703.0
368,871974.0,100.3,12140.0
369,1046221.0,123.7,21423.0
370,1147622.0,193.0,29992.0
371,1203321.0,193.0,21422.0
372,28565.0,146.7,28565.0
373,20710.0,115.8,20710.0
374,68556.0,292.9,68556.0
375,173533.0,323.6,110689.0
376,316358.0,393.2,112831.0
377,95694.0,185.3,26423.0
378,152824.0,216.2,34992.0
379,56417.0,69.5,6427.0
380,37135.0,285.3,37135.0
381,13568.0,139.0,13568.0
382,26423.0,177.2,26423.0
383,36420.0,207.9,36420.0
384,82124.0,38.6,4285.0
385,132827.0,246.8,29994.0
386,42133.0,193.2,42133.0
387,165674.0,485.6,165674.0
388,33564.0,262.3,33564.0
389,42133.0,300.8,42133.0
390,17139.0,107.9,17139.0
391,24280.0,100.3,24280.0
392,38562.0,238.9,38562.0
393,749864.0,246.8,60699.0
394,832702.0,146.5,34277.0
395,950531.0,208.2,41418.0
396,1039793.0,316.0,65696.0
397,49988.0,215.8,49988.0
398,66413.0,339.4,66413.0
399,68556.0,193.0,68556.0
400,39990.0,247.1,39990.0
401,72840.0,393.2,72840.0
402,25708.0,154.1,25708.0
403,142824.0,292.9,47846.0
404,251368.0,377.7,84264.0
405,39276.0,254.7,39276.0
406,99977.0,115.8,7855.0
407,37134.0,200.6,37134.0
408,34277.0,208.5,34277.0
409,21423.0,208.4,21423.0
410,122829.0,170.0,20709.0
411,154250.0,69.5,4999.0
412,230658.0,285.7,40703.0
413,368474.0,115.8,11425.0
414,468466.0,247.0,56414.0
415,732687.0,139.0,18566.0
416,921205.0,100.4,17138.0
417,966192.0,139.0,17852.0
418,1013320.0,185.3,27134.0
419,1187554.0,69.5,7141.0
420,29993.0,223.9,29993.0
421,29279.0,84.8,29279.0
422,26422.0,208.2,26422.0
423,26422.0,154.4,26422.0
424,41418.0,216.1,41418.0
425,17139.0,100.3,17139.0
426,57128.0,293.4,57128.0
427,79982.0,69.5,3571.0
428,149250.0,185.3,32135.0
429,203521.0,30.9,714.0
430,247080.0,177.6,28563.0
431,318488.0,162.3,37846.0
432,360617.0,108.1,3570.0
433,24994.0,262.5,24994.0
434,81406.0,77.2,11426.0
435,559163.0,115.8,22137.0
436,672704.0,293.2,74265.0
437,34277.0,393.8,34277.0
438,245655.0,200.6,37847.0
439,38562.0,208.3,38562.0
440,19281.0,146.7,19281.0
441,89263.0,370.1,89263.0
442,14996.0,138.9,14996.0
443,14282.0,100.4,14282.0
444,53557.0,300.8,53557.0
445,97831.0,69.3,6427.0
446,22137.0,223.9,22137.0
447,35705.0,277.8,35705.0
448,45702.0,246.8,45702.0
449,109260.0,131.4,23565.0
450,185668.0,208.5,30706.0
451,12140.0,108.1,12140.0
452,26422.0,170.0,26422.0
453,75695.0,370.1,75695.0
454,51415.0,277.4,51415.0
455,34277.0,277.9,34277.0
456,60698.0,378.5,60698.0
457,23566.0,100.4,23566.0
458,14282.0,115.8,14282.0
459,45702.0,270.4,45702.0
460,77124.0,393.7,77124.0
461,126393.0,594.1,126393.0
462,61412.0,362.9,61412.0
463,43560.0,254.3,43560.0
464,21423.0,131.4,21423.0
465,36419.0,224.0,36419.0
466,32134.0,239.3,32134.0
467,62841.0,362.2,62841.0
468,27136.0,177.5,27136.0
469,22851.0,123.7,22851.0
470,26421.0,200.6,26421.0
471,171380.0,732.0,171380.0
472,65697.0,224.1,65697.0
473,65698.0,154.4,10711.0
474,138536.0,146.7,15710.0
475,164242.0,339.9,74265.0
476,14996.0,177.5,14996.0
477,148531.0,532.1,148531.0
478,34990.0,247.1,34990.0
479,71409.0,462.5,71409.0
480,37133.0,309.0,37133.0
481,37132.0,115.8,37132.0
482,45702.0,339.7,45702.0
483,27850.0,146.7,27850.0
484,24993.0,177.6,24993.0
485,16424.0,115.8,16424.0
486,73553.0,131.4,15710.0
487,127109.0,61.7,15710.0
488,158529.0,154.4,8569.0
489,279921.0,332.0,56411.0
490,22851.0,177.6,22851.0
491,57128.0,115.8,14996.0
492,192090.0,169.6,37132.0
493,252072.0,169.6,32133.0
494,31420.0,169.6,31420.0
495,1059776.0,247.1,50700.0
496,1121187.0,69.5,4998.0
497,1162603.0,100.4,14281.0
498,1256145.0,100.4,12139.0
499,1364682.0,138.9,25706.0
500,44274.0,440.0,44274.0
501,112824.0,571.4,112824.0
502,57841.0,293.2,57841.0
503,27849.0,262.4,27849.0
504,79977.0,386.2,79977.0
505,56413.0,293.2,56413.0
506,29992.0,224.1,29992.0
507,37133.0,154.3,37133.0
508,27849.0,185.3,27849.0
509,69266.0,247.1,69266.0
510,79977.0,401.4,79977.0
511,41417.0,208.4,41417.0
512,28564.0,185.3,28564.0
513,147104.0,200.9,36418.0
514,97830.0,369.8,97830.0
515,106399.0,285.7,48557.0
516,258494.0,185.3,16423.0
517,58555.0,224.1,58555.0
518,33562.0,262.4,33562.0
519,37132.0,270.1,37132.0
520,42131.0,254.8,42131.0
521,126391.0,508.9,126391.0
522,53557.0,216.1,9997.0
523,132106.0,38.6,3570.0
524,13568.0,193.0,13568.0
525,86403.0,447.3,86403.0
526,24279.0,138.9,24279.0
527,60698.0,146.7,11425.0
528,117110.0,100.4,9283.0
529,27135.0,246.7,27135.0
530,37847.0,131.0,37847.0
531,64982.0,316.3,64982.0
532,44273.0,239.2,44273.0
533,39989.0,262.5,39989.0
534,24993.0,162.3,24993.0
535,34276.0,262.2,34276.0
536,41417.0,177.5,41417.0
537,99258.0,177.5,18566.0
538,113537.0,432.7,113537.0
539,29991.0,254.7,29991.0
540,27135.0,285.3,27135.0
541,101399.0,393.8,44988.0
542,43559.0,378.5,43559.0
543,25707.0,185.3,25707.0
544,22851.0,185.3,22851.0
545,63555.0,725.5,63555.0
546,34275.0,146.5,34275.0
547,30705.0,239.5,30705.0
548,38560.0,107.9,38560.0
549,18566.0,123.7,18566.0
550,24993.0,131.4,24993.0
551,15710.0,115.8,15710.0
552,22136.0,200.6,22136.0
553,16424.0,123.4,16424.0
554,78548.0,239.2,37846.0
555,47129.0,246.4,47129.0
556,107113.0,38.6,2856.0
557,173522.0,216.1,38560.0
558,222793.0,77.2,18566.0
559,42844.0,339.9,42844.0
560,41416.0,185.1,41416.0
561,51413.0,316.0,51413.0
562,189948.0,61.7,6427.0
563,274208.0,107.9,24992.0
564,330619.0,231.6,31419.0
565,419142.0,131.4,14281.0
566,490550.0,247.1,37132.0
567,676210.0,223.9,34277.0
568,74978.0,440.3,74978.0
569,37846.0,301.1,37846.0
570,66407.0,254.7,66407.0
571,283495.0,115.8,19280.0
572,462728.0,309.0,62123.0
573,167094.0,455.1,81404.0
574,37846.0,192.7,37846.0
575,54983.0,440.1,54983.0
576,129248.0,355.1,59267.0
577,19994.0,100.3,19994.0
578,430596.0,278.1,39988.0
579,693374.0,38.6,4284.0
580,941143.0,223.6,61407.0
581,1031112.0,69.5,4284.0
582,1055389.0,77.2,2142.0
583,1129646.0,208.4,37129.0
584,1294588.0,115.8,5712.0
585,1316722.0,38.6,714.0
586,23564.0,208.5,23564.0
587,13567.0,115.8,13567.0
588,248504.0,38.6,2142.0
589,362753.0,316.3,84259.0
590,501284.0,131.4,9282.0
591,530559.0,61.7,2856.0
592,29990.0,185.1,29990.0
593,24992.0,131.0,24992.0
594,27849.0,185.1,27849.0
595,82831.0,454.9,82831.0
596,59267.0,315.7,59267.0
597,22136.0,107.9,22136.0
598,20708.0,162.1,20708.0
599,452723.0,100.3,17852.0
600,523415.0,269.8,57124.0
601,24278.0,146.7,24278.0
602,128534.0,216.1,21422.0
603,101397.0,316.6,62837.0
604,174943.0,308.8,40700.0
605,104967.0,354.9,54982.0
606,254921.0,77.2,36417.0
607,279198.0,38.6,5712.0
608,346317.0,370.3,42127.0
609,155667.0,308.7,55696.0
610,294202.0,223.6,34989.0
611,38559.0,269.8,38559.0
612,81403.0,400.8,81403.0
613,24278.0,162.0,24278.0
614,43558.0,393.7,43558.0
615,29991.0,192.6,29991.0
616,34275.0,185.1,34275.0
617,19994.0,185.1,19994.0
618,31419.0,332.0,31419.0
619,94971.0,84.8,13567.0
620,188508.0,309.0,64980.0
621,75692.0,594.7,75692.0
622,278476.0,239.2,44272.0
623,511968.0,262.5,38560.0
624,87116.0,185.1,87116.0
625,31418.0,247.1,31418.0
626,17851.0,84.8,17851.0
627,24992.0,169.6,24992.0
628,32847.0,200.2,32847.0
629,155664.0,292.9,53554.0
630,302765.0,162.0,20708.0
631,20708.0,154.4,20708.0
632,17137.0,100.4,17137.0
633,167808.0,154.4,7855.0
634,214937.0,77.2,4284.0
635,135672.0,492.9,135672.0
636,35703.0,231.8,35703.0
637,208497.0,69.5,6426.0
638,403436.0,563.8,101399.0
639,40701.0,270.4,40701.0
640,151382.0,617.7,151382.0
641,102822.0,193.2,34275.0
642,170659.0,162.3,43558.0
643,251351.0,362.9,58556.0
644,17137.0,208.5,17137.0
645,33560.0,239.5,33560.0
646,99254.0,200.6,40701.0
647,135671.0,177.5,19279.0
648,34275.0,193.0,34275.0
649,1250292.0,362.5,75689.0
650,1619478.0,61.7,8569.0
651,1949346.0,131.0,27847.0
652,1982192.0,38.6,2142.0
653,2008611.0,46.2,8568.0
654,2104288.0,123.4,20707.0
655,2140704.0,38.6,714.0
656,2209964.0,215.7,29275.0
657,2307072.0,192.6,40700.0
658,2363480.0,138.6,29990.0
659,2382759.0,100.3,6426.0
660,29276.0,362.8,29276.0
661,18565.0,92.4,18565.0
662,56410.0,362.9,56410.0
663,360609.0,177.5,9283.0
664,11425.0,154.4,11425.0
665,43557.0,123.7,43557.0
666,54981.0,378.1,54981.0
667,30704.0,216.2,30704.0
668,112104.0,108.1,14281.0
669,142094.0,77.2,4998.0
670,183510.0,131.2,19280.0
671,34988.0,154.1,34988.0
672,62123.0,501.9,62123.0
673,79259.0,332.0,79259.0
674,14995.0,131.2,14995.0
675,1355931.0,239.1,72118.0
676,1405914.0,115.8,22850.0
677,1538018.0,231.2,45700.0
678,2240713.0,131.0,29991.0
679,2278559.0,38.6,3570.0
680,3014115.0,185.3,44272.0
681,3066240.0,115.8,32132.0
682,3161207.0,138.9,27847.0
683,4135777.0,92.4,16422.0
684,4156484.0,23.1,3570.0
685,4202895.0,107.9,22134.0
686,4283579.0,161.6,47124.0
687,4650569.0,230.9,83539.0
688,4664136.0,38.6,714.0
689,5130433.0,77.2,3570.0
690,5172560.0,107.9,22135.0
691,5255387.0,131.0,38556.0
692,5400327.0,61.7,7854.0
693,5468158.0,177.1,42126.0
694,5505286.0,46.2,5712.0
695,5576686.0,192.6,30702.0
696,6055047.0,123.4,27132.0
697,6281397.0,269.5,90680.0
698,7626035.0,439.1,157083.0
699,7890926.0,23.1,713.0
700,7950902.0,208.1,32844.0
701,8035160.0,154.0,52839.0
702,8090142.0,154.1,36418.0
703,9086107.0,169.6,34990.0
704,9485276.0,115.5,38560.0
705,9595235.0,107.9,29277.0
706,9650928.0,23.1,4999.0
707,9723047.0,92.4,40701.0
708,9980804.0,192.6,87114.0
709,10037212.0,138.9,23565.0
710,10070059.0,123.4,14281.0
711,10384970.0,223.6,34990.0
712,10498502.0,169.6,72833.0
713,10555627.0,84.8,22850.0
714,10615608.0,61.7,4998.0
715,10647740.0,123.4,7854.0
716,19993.0,146.5,19993.0
717,12139.0,84.8,12139.0
718,18565.0,100.4,18565.0
719,32846.0,185.1,32846.0
720,30704.0,123.5,30704.0
721,33560.0,239.5,33560.0
722,84971.0,162.0,16423.0
723,21421.0,115.8,21421.0
724,32132.0,192.6,32132.0
725,109960.0,223.9,109960.0
726,34274.0,409.2,34274.0
727,44271.0,139.0,11425.0
728,25706.0,131.4,25706.0
729,19279.0,108.1,19279.0
730,15709.0,138.9,15709.0
731,21421.0,131.2,21421.0
732,23563.0,123.5,23563.0
733,90684.0,416.3,90684.0
734,18565.0,231.6,18565.0
735,129240.0,362.9,40701.0
736,44270.0,177.1,44270.0
737,49268.0,38.6,2856.0
738,113532.0,200.6,29276.0
739,147807.0,38.6,4284.0
740,25706.0,231.6,25706.0
741,94250.0,146.7,7140.0
742,12853.0,100.4,12853.0
743,24277.0,108.1,24277.0
744,24991.0,185.1,24991.0
745,25705.0,200.6,25705.0
746,107106.0,470.3,107106.0
747,62835.0,154.4,9997.0
748,97823.0,23.1,2856.0
749,284907.0,794.9,152096.0
750,456254.0,77.2,4998.0
751,612625.0,108.1,12139.0
752,716164.0,471.0,70692.0
753,780431.0,177.6,20709.0
754,24991.0,146.5,24991.0
755,14281.0,154.4,14281.0
756,322742.0,1134.5,111394.0
757,82830.0,100.4,27847.0
758,159230.0,331.9,38557.0
759,55694.0,108.1,12139.0
760,3933087.0,524.5,185646.0
761,7969638.0,46.2,13566.0
762,8095301.0,162.0,32846.0
763,8174560.0,162.0,23563.0
764,8300225.0,138.9,29276.0
765,8385197.0,162.0,54268.0
766,8513720.0,77.2,7141.0
767,9002863.0,493.5,158525.0
768,9119252.0,131.0,25708.0
769,10398980.0,184.7,76406.0
770,10711011.0,185.1,47131.0
771,10785990.0,131.0,14281.0
772,10872389.0,61.7,15709.0
773,10944512.0,223.7,34991.0
774,10983785.0,46.2,3570.0
775,11047338.0,100.3,26422.0
776,11225853.0,261.9,65697.0
777,11292974.0,84.8,24279.0
778,11380802.0,84.8,11426.0
779,11496479.0,192.7,47844.0
780,11642857.0,100.3,17137.0
781,12780479.0,262.2,68553.0
782,13106840.0,115.5,27137.0
783,13344623.0,200.6,49274.0
784,13455312.0,138.9,22852.0
785,13539580.0,23.1,714.0
786,13653835.0,208.2,77123.0
787,13778095.0,362.5,84269.0
788,14211525.0,185.1,29994.0
789,14292216.0,46.2,4999.0
790,15296353.0,92.4,27137.0
791,15462023.0,223.7,64271.0
792,15522011.0,38.6,2856.0
793,15619131.0,246.8,64986.0
794,15691974.0,239.2,47849.0
795,16373894.0,61.7,5711.0
796,16880234.0,215.8,63547.0
797,16960213.0,169.6,51413.0
798,17197315.0,84.8,16424.0
799,17244446.0,38.6,2856.0
800,17382977.0,354.6,92828.0
801,17680738.0,177.2,46411.0
802,18165659.0,61.7,2855.0
803,18306330.0,285.3,59265.0
804,18364168.0,146.5,43557.0
805,18424152.0,100.3,14280.0
806,18464142.0,23.1,2855.0
807,18798317.0,169.6,49268.0
808,19684427.0,246.4,80686.0
809,19825094.0,269.9,65689.0
810,22556305.0,92.4,17847.0
811,22609860.0,84.8,9995.0
812,22714827.0,231.3,74975.0
813,23304000.0,308.4,84969.0
814,23819538.0,23.1,3570.0
815,23963072.0,223.6,40699.0
816,24026620.0,131.0,25703.0
817,24127314.0,38.6,1429.0
818,24237991.0,146.5,48554.0
819,24263699.0,38.6,3571.0
820,24323677.0,46.2,3568.0
821,24437935.0,38.6,2855.0
822,24460785.0,23.1,2142.0
823,24520765.0,177.2,22848.0
824,24571465.0,38.6,4997.0
825,24701418.0,138.9,27131.0
826,24786390.0,84.8,59266.0
827,24927044.0,547.3,114948.0
828,26263844.0,416.3,154932.0
829,26362375.0,277.7,84965.0
830,30704.0,285.3,30704.0
831,35702.0,347.6,35702.0
832,112817.0,362.9,51411.0
833,31418.0,192.6,31418.0
834,117100.0,193.2,25705.0
835,15709.0,139.0,15709.0
836,54266.0,38.6,714.0
837,172080.0,139.0,18565.0
838,221350.0,231.8,30704.0
839,134952.0,285.3,35702.0
840,13567.0,115.8,13567.0
841,27133.0,293.2,27133.0
842,26419.0,107.9,26419.0
843,18565.0,69.3,18565.0
844,67120.0,193.0,22135.0
845,249197.0,139.0,14994.0
846,282755.0,38.6,2142.0
847,334164.0,139.0,29988.0
848,363438.0,30.9,2142.0
849,400565.0,108.1,13566.0
850,439834.0,69.5,13566.0
851,482672.0,100.4,22847.0
852,566208.0,169.9,17849.0
853,42842.0,393.8,42842.0
854,93540.0,401.3,93540.0
855,24277.0,154.4,24277.0
856,47126.0,231.8,47126.0
857,24991.0,123.4,24991.0
858,34988.0,185.5,34988.0
859,48554.0,200.2,48554.0
860,21421.0,162.0,21421.0
861,24991.0,138.9,24991.0
862,114244.0,570.3,114244.0
